Hello world!
3 1.859131
7 8.747070
3 1.405029
6 1.530029
7 11.999023
3 1.394043
7 13.567139
1 0.004883
5 0.000000
1 0.000977
7 14.942139
4 10.119873
1 0.002197
3 5.655029
1 0.001953
1 0.000977
7 14.272949
6 1.635010
7 13.186768
1 0.001953
3 1.661133
5 0.000000
1 0.000977
5 0.000000
6 1.320068
3 1.742920
3 1.534912
5 0.000977
6 1.353027
4 10.114014
6 1.090820
2 0.155029
5 0.000977
3 1.686035
7 9.234863
5 0.000000
2 0.138184
2 0.124023
5 0.000000
5 0.000000
1 0.000977
6 3.042969
4 10.244873
7 16.229004
1 0.002197
6 1.108887
4 10.177002
7 3.594971
2 0.090088
6 1.691162
1 0.001221
6 1.100098
6 1.061035
2 0.068115
2 0.050049
1 0.000977
2 0.052002
2 0.050781
6 1.973877
7 8.754150
1 0.000977
6 1.090088
4 10.111084
4 10.292969
1 0.001953
2 0.137939
7 8.346191
1 0.000977
5 0.000977
1 0.000977
4 10.119873
3 1.444092
2 0.215088
6 2.761963
7 15.336914
5 0.001221
1 0.000977
7 14.975098
3 1.446045
5 0.000000
2 0.192871
3 1.407959
4 10.271973
2 0.137939
1 0.000977
7 16.404053
5 0.000977
6 2.802979
1 0.001953
5 0.000977
6 1.105957
6 1.295898
5 0.000000
3 1.479004
4 10.111084
2 0.207031
2 0.118164
6 2.719971
2 0.309082
4 10.130127
3 1.442871
2 0.206055
1 0.000977
1 0.000977
3 1.447021
3 1.443115
4 10.165039
3 1.410156
1 0.000977
7 13.039795
2 0.140869
4 10.255859
3 1.444092
1 0.000977
5 0.000977
4 10.121094
3 9.640869
4 10.214111
6 3.429932
3 1.718018
2 0.166992
1 0.000977
1 0.000977
7 12.729004
7 14.973877
3 1.472900
7 14.184814
6 2.120850
6 1.094971
5 0.000977
1 0.001953
5 0.000000
2 0.156006
2 0.119141
4 10.094971
6 2.773926
1 0.000977
6 1.069824
3 1.595947
7 10.979980
7 14.218994
7 15.695068
7 14.004150
2 0.157959
6 2.139160
4 10.164795
4 10.274902
2 0.138916
2 0.135986
4 10.183105
2 0.141113
6 2.915039
1 0.003906
7 9.713135
7 15.011963
1 0.001953
6 1.407959
6 1.113037
5 0.000977
7 12.341797
4 10.112793
7 4.645020
1 0.001953
3 1.469971
6 1.481201
3 1.520020
5 0.000977
1 0.000977
7 10.460938
7 14.995117
7 14.928955
1 0.001953
3 1.458008
7 13.460938
2 0.138916
6 2.154053
5 0.000977
1 0.002197
3 1.327881
3 0.887939
2 0.080078
5 0.000000
5 0.000000
7 10.320068
3 0.603027
3 0.606934
3 0.572998
7 13.197998
5 0.000977
5 0.000000
2 0.072021
3 15.872070
1 0.000977
3 1.406006
6 2.839111
5 0.000977
7 9.650146
6 1.102783
7 13.918945
7 14.944092
3 1.432129
3 1.436035
4 10.119873
2 0.139160
1 0.002930
5 0.001221
6 2.324951
2 0.197021
6 2.074951
2 0.141113
1 0.000977
6 1.909912
5 0.000977
3 1.719971
1 0.000977
2 0.201172
3 1.373047
2 0.219971
6 2.604004
1 0.002197
1 0.000000
1 0.000977
1 0.000000
5 0.000000
2 0.250977
Goodbye!
